timestamp,client_ip,domain,method,status,bytes
2026-05-26 19:42:23,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:23,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:23,127.0.0.1,api.github.com,CONNECT,ALLOWED,6913
2026-05-26 19:42:23,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:23,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,beacons2.gvt2.com,CONNECT,ALLOWED,3121
2026-05-26 19:42:24,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,8773
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,proxy.individual.githubcopilot.com,CONNECT,ALLOWED,7654
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,api.individual.githubcopilot.com,CONNECT,ALLOWED,35005
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:24,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:25,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:25,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:27,127.0.0.1,claude.ai,CONNECT,ALLOWED,3031
2026-05-26 19:42:29,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9481
2026-05-26 19:42:30,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:30,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:30,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:32,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:32,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:43,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,3280
2026-05-26 19:42:44,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:44,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:42:44,127.0.0.1,www.google.com,CONNECT,ALLOWED,3521
2026-05-26 19:42:44,127.0.0.1,www.googleapis.com,CONNECT,ALLOWED,3531
2026-05-26 19:42:44,127.0.0.1,lh3.google.com,CONNECT,ALLOWED,7959
2026-05-26 19:42:44,127.0.0.1,lh3.googleusercontent.com,CONNECT,ALLOWED,4952
2026-05-26 19:42:45,127.0.0.1,ogads-pa.clients6.google.com,CONNECT,ALLOWED,4497
2026-05-26 19:42:46,127.0.0.1,play.google.com,CONNECT,ALLOWED,3102
2026-05-26 19:42:49,127.0.0.1,www.google.com,CONNECT,ALLOWED,103922
2026-05-26 19:42:54,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3893
2026-05-26 19:42:55,127.0.0.1,main.vscode-cdn.net,CONNECT,ALLOWED,79512
2026-05-26 19:42:59,127.0.0.1,beacons.gcp.gvt2.com,CONNECT,ALLOWED,3130
2026-05-26 19:43:05,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9084
2026-05-26 19:43:09,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2406
2026-05-26 19:43:10,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3657
2026-05-26 19:43:24,127.0.0.1,api.individual.githubcopilot.com,CONNECT,ALLOWED,7628
2026-05-26 19:43:25,127.0.0.1,www.msftncsi.com,GET,ALLOWED,187
2026-05-26 19:43:25,127.0.0.1,ipv6.msftncsi.com,GET,ERROR,0
2026-05-26 19:43:25,127.0.0.1,ipv6.msftncsi.com,GET,ERROR,0
2026-05-26 19:43:25,127.0.0.1,ipv6.msftncsi.com,GET,ERROR,0
2026-05-26 19:43:25,127.0.0.1,www.msftncsi.com,GET,ALLOWED,187
2026-05-26 19:43:26,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3499
2026-05-26 19:43:31,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2789
2026-05-26 19:43:34,127.0.0.1,google.com,CONNECT,ALLOWED,8043
2026-05-26 19:43:45,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3499
2026-05-26 19:43:59,127.0.0.1,beacons.gcp.gvt2.com,CONNECT,ALLOWED,3130
2026-05-26 19:44:00,127.0.0.1,beacons.gcp.gvt2.com,CONNECT,ALLOWED,3130
2026-05-26 19:44:01,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2836
2026-05-26 19:44:05,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9085
2026-05-26 19:44:17,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3854
2026-05-26 19:44:20,127.0.0.1,www.google.com,CONNECT,ALLOWED,1492
2026-05-26 19:44:20,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2813
2026-05-26 19:44:25,127.0.0.1,claude.ai,CONNECT,ALLOWED,178215
2026-05-26 19:44:26,127.0.0.1,proxy.individual.githubcopilot.com,CONNECT,ALLOWED,8325
2026-05-26 19:44:27,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3657
2026-05-26 19:44:34,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9734
2026-05-26 19:45:03,127.0.0.1,www.google.com,CONNECT,ALLOWED,1492
2026-05-26 19:45:04,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:04,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:04,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:05,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:05,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:07,127.0.0.1,beacons.gvt2.com,CONNECT,ALLOWED,5741
2026-05-26 19:45:07,127.0.0.1,beacons.gvt2.com,CONNECT,ALLOWED,5049
2026-05-26 19:45:07,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9084
2026-05-26 19:45:07,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,8772
2026-05-26 19:45:07,127.0.0.1,beacons.gvt2.com,CONNECT,ALLOWED,3118
2026-05-26 19:45:11,127.0.0.1,clientservices.googleapis.com,CONNECT,ALLOWED,7331
2026-05-26 19:45:12,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:12,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:12,127.0.0.1,aulavirtual.una.ac.cr,CONNECT,ALLOWED,7696
2026-05-26 19:45:13,127.0.0.1,play.google.com,CONNECT,ALLOWED,3069
2026-05-26 19:45:13,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:13,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:16,127.0.0.1,ogs.google.com,CONNECT,ALLOWED,31563
2026-05-26 19:45:22,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:22,127.0.0.1,facebook.com,CONNECT,BLOCKED,0
2026-05-26 19:45:22,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9991
2026-05-26 19:45:25,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2836
2026-05-26 19:45:26,127.0.0.1,www.google.com,CONNECT,ALLOWED,3521
2026-05-26 19:45:26,127.0.0.1,www.googleapis.com,CONNECT,ALLOWED,6593
2026-05-26 19:45:26,127.0.0.1,lh3.google.com,CONNECT,ALLOWED,7965
2026-05-26 19:45:26,127.0.0.1,lh3.googleusercontent.com,CONNECT,ALLOWED,4953
2026-05-26 19:45:26,127.0.0.1,ogads-pa.clients6.google.com,CONNECT,ALLOWED,4507
2026-05-26 19:45:32,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3657
2026-05-26 19:45:33,127.0.0.1,www.google.com,CONNECT,ALLOWED,110778
2026-05-26 19:45:46,127.0.0.1,easylist-downloads.adblockplus.org,CONNECT,ALLOWED,4253
2026-05-26 19:45:51,127.0.0.1,claude.ai,CONNECT,ALLOWED,59525
2026-05-26 19:45:56,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3814
2026-05-26 19:45:57,127.0.0.1,self.events.data.microsoft.com,CONNECT,ALLOWED,9054
2026-05-26 19:46:02,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,3283
2026-05-26 19:46:05,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9084
2026-05-26 19:46:14,127.0.0.1,clientservices.googleapis.com,CONNECT,ALLOWED,3211
2026-05-26 19:46:26,127.0.0.1,google.com,CONNECT,ALLOWED,3100
2026-05-26 19:46:31,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2428
2026-05-26 19:46:52,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3894
2026-05-26 19:46:55,127.0.0.1,claude.ai,CONNECT,ALLOWED,88488
2026-05-26 19:47:01,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2429
2026-05-26 19:47:05,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9084
2026-05-26 19:47:22,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3499
2026-05-26 19:47:31,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,2430
2026-05-26 19:47:31,127.0.0.1,google.com,CONNECT,ALLOWED,3100
2026-05-26 19:47:49,127.0.0.1,safebrowsing.googleapis.com,CONNECT,ERROR,0
2026-05-26 19:47:51,127.0.0.1,main.vscode-cdn.net,CONNECT,ERROR,0
2026-05-26 19:47:52,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ERROR,0
2026-05-26 19:48:00,127.0.0.1,safebrowsing.googleapis.com,CONNECT,ERROR,0
2026-05-26 19:48:00,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ERROR,0
2026-05-26 19:48:01,127.0.0.1,relay-bb34cef2.net.anydesk.com,CONNECT,ERROR,0
2026-05-26 19:48:02,127.0.0.1,main.vscode-cdn.net,CONNECT,ERROR,0
2026-05-26 19:48:03,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ERROR,0
2026-05-26 19:48:07,127.0.0.1,a-api.anthropic.com,CONNECT,ERROR,0
2026-05-26 19:48:12,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ERROR,0
2026-05-26 19:48:12,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ERROR,0
2026-05-26 19:48:12,127.0.0.1,relay-bb34cef2.net.anydesk.com,CONNECT,ERROR,0
2026-05-26 19:48:23,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ERROR,0
2026-05-26 19:48:23,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ERROR,0
2026-05-26 19:48:25,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ERROR,0
2026-05-26 19:48:28,127.0.0.1,a-api.anthropic.com,CONNECT,ERROR,0
2026-05-26 19:48:44,127.0.0.1,testphp.vulnweb.com,GET,BLOCKED,0
2026-05-26 19:48:45,127.0.0.1,self.events.data.microsoft.com,CONNECT,ALLOWED,9054
2026-05-26 19:48:45,127.0.0.1,testphp.vulnweb.com,GET,BLOCKED,0
2026-05-26 19:48:45,127.0.0.1,fonts.gstatic.com,CONNECT,ALLOWED,1412
2026-05-26 19:48:46,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,99
2026-05-26 19:48:46,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9185
2026-05-26 19:48:47,127.0.0.1,licensing.mp.microsoft.com,CONNECT,ALLOWED,14437
2026-05-26 19:48:47,127.0.0.1,self.events.data.microsoft.com,CONNECT,ALLOWED,9055
2026-05-26 19:48:49,127.0.0.1,licensing.mp.microsoft.com,CONNECT,ALLOWED,14517
2026-05-26 19:48:54,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3973
2026-05-26 19:48:56,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9055
2026-05-26 19:48:58,127.0.0.1,a-api.anthropic.com,CONNECT,ALLOWED,5679
2026-05-26 19:48:58,127.0.0.1,browser-intake-us5-datadoghq.com,CONNECT,ALLOWED,3499
2026-05-26 19:48:58,127.0.0.1,www.google.com,CONNECT,ALLOWED,3267
2026-05-26 19:48:58,127.0.0.1,lh3.google.com,CONNECT,ALLOWED,5255
2026-05-26 19:48:58,127.0.0.1,www.google.com,CONNECT,ALLOWED,48960
2026-05-26 19:48:59,127.0.0.1,ogads-pa.clients6.google.com,CONNECT,ALLOWED,13218
2026-05-26 19:48:59,127.0.0.1,www.googleapis.com,CONNECT,ALLOWED,3238
2026-05-26 19:48:59,127.0.0.1,lh3.googleusercontent.com,CONNECT,ALLOWED,3806
2026-05-26 19:48:59,127.0.0.1,claude.ai,CONNECT,ALLOWED,43119
2026-05-26 19:49:00,127.0.0.1,play.google.com,CONNECT,ALLOWED,3184
2026-05-26 19:49:00,127.0.0.1,fonts.googleapis.com,CONNECT,ALLOWED,7031
2026-05-26 19:49:00,127.0.0.1,fonts.gstatic.com,CONNECT,ALLOWED,74259
2026-05-26 19:49:01,127.0.0.1,ohttp-relay-safebrowsing-chrome.google.fastly-edge.com,CONNECT,ALLOWED,5084
2026-05-26 19:49:05,127.0.0.1,mobile.events.data.microsoft.com,CONNECT,ALLOWED,9084
2026-05-26 19:49:14,127.0.0.1,www.google.com,CONNECT,ALLOWED,1492
2026-05-26 19:49:40,127.0.0.1,testphp.vulnweb.com,GET,BLOCKED,0
2026-05-26 19:49:47,127.0.0.1,relay-bb34cef2.net.anydesk.com,CONNECT,ALLOWED,1685
2026-05-26 19:49:52,127.0.0.1,testphp.vulnweb.com,GET,BLOCKED,0
2026-05-26 19:49:52,127.0.0.1,testphp.vulnweb.com,GET,BLOCKED,0
2026-05-26 19:49:58,127.0.0.1,ogs.google.com,CONNECT,ALLOWED,26364
